fold,slice,policy,trailing_median_composite,trailing_std_composite,final_composite,iterations_in_window,trailing_median_delta_vs_uncertainty
fold_5,223,nested_band_veer_4x4_mean_kappa2,0.05589134426917685,0.15692698986005046,0.4676970493817962,6,-0.07079309597322364
fold_5,223,nested_veer_4x4_mean_kappa0,0.0731224236673779,0.19750235709178177,0.1247809611158144,6,-0.0535620165750226
fold_5,223,uncertainty_lookahead,0.1266844402424005,0.14549657491063336,0.1268440378152338,6,0.0
fold_5,223,variogram_eer_4x4_mean_kappa5,0.0566873081651741,0.0034413232190215423,0.0605154457932476,6,-0.0699971320772264
fold_5,234,gated_veer_4x4_mean_kappa10,0.09092833263433506,0.009268060121632919,0.0920387148355348,6,0.04742250950408576
fold_5,234,gated_veer_4x4_mean_kappa5,0.03585788800003565,0.009768730503470291,0.0370803207660692,6,-0.007647935130213647
fold_5,234,nested_band_veer_4x4_mean_kappa2,0.035171963962303904,0.006793797273284205,0.0389243246731783,6,-0.008333859167945393
fold_5,234,nested_veer_4x4_mean_kappa0,0.04303528055988085,0.012762154601023146,0.034017906419824,6,-0.0004705425703684443
fold_5,234,uncertainty_lookahead,0.043505823130249296,0.009903968345983661,0.0337525463432792,6,0.0
fold_5,234,variogram_eer_4x4_mean_kappa5,0.0379433034964334,0.00031951949546488195,0.0379092382482095,6,-0.0055625196338158975
fold_5,244,gated_veer_4x4_mean_kappa10,0.0702613690925303,0.22071888714327234,0.666774514984353,6,-0.0460710860874769
fold_5,244,gated_veer_4x4_mean_kappa5,0.0700822682549481,0.243732905231533,0.070079410262859,6,-0.04625018692505911
fold_5,244,nested_band_veer_4x4_mean_kappa2,0.11995320347911295,0.0024384595317297037,0.1220468166035067,6,0.003620748299105747
fold_5,244,nested_veer_4x4_mean_kappa0,0.1142035835426946,0.0015493507358392696,0.1110998146374183,6,-0.00212887163731261
fold_5,244,uncertainty_lookahead,0.1163324551800072,0.002436531878433209,0.1180262760998748,6,0.0
fold_5,244,variogram_eer_4x4_mean_kappa5,0.0700822682549481,0.243732905231533,0.070079410262859,6,-0.04625018692505911
fold_5,255,gated_veer_4x4_mean_kappa10,0.07137977261329405,0.18942224576173516,0.4757826824974526,6,-0.001988636691591897
fold_5,255,gated_veer_4x4_mean_kappa5,0.08325545010431054,0.012043719116078168,0.0992950478266269,6,0.009887040799424596
fold_5,255,nested_band_veer_4x4_mean_kappa2,0.28416477806729656,0.07443845555786897,0.2712509065381923,6,0.21079636876241062
fold_5,255,nested_veer_4x4_mean_kappa0,0.07482249523606364,0.01372533794296733,0.0719446337954534,6,0.0014540859311776982
fold_5,255,uncertainty_lookahead,0.07336840930488595,0.0013274549963183957,0.0716447840065629,6,0.0
fold_5,255,variogram_eer_4x4_mean_kappa5,0.040747435486021805,0.2038964130138822,0.4761113515876966,6,-0.03262097381886414
fold_5,265,gated_veer_4x4_mean_kappa10,0.0,0.0,0.0,6,0.0
fold_5,265,gated_veer_4x4_mean_kappa5,0.0,0.0,0.0,6,0.0
fold_5,265,nested_band_veer_4x4_mean_kappa2,0.0,0.0,0.0,6,0.0
fold_5,265,nested_veer_4x4_mean_kappa0,0.0,0.0,0.0,6,0.0
fold_5,265,uncertainty_lookahead,0.0,0.0,0.0,6,0.0
fold_5,265,variogram_eer_4x4_mean_kappa5,0.0,0.0,0.0,6,0.0
