fold,slice,policy,iteration,stage,query_count,scan_time_s,dose_proxy,selected_area_fraction,morphology_composite_error,front_mean_symmetric_distance_nm,front_hausdorff_distance_nm,front_availability_status,front_detection_correct,penetration_d95_absolute_error_nm,penetration_dmax_absolute_error_nm,normalized_reconstruction_rmse,roi_id,variogram_sill
fold_2,104,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0871351060656819,3567.434646011879,9335.92147353436,matched_present,True,6000.0,5700.0,0.2152035614108589,r0064_c0320,
fold_3,130,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0123467027396539,1055.6679608140073,9500.0,matched_present,True,300.0,700.0,0.2098983698851343,r0320_c0384,
fold_3,131,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.2364713030785876,20364.54907802892,54800.0,matched_present,True,5600.0,5200.0,0.2089666434253517,r0414_c0384,33.51529101043806
fold_3,131,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.2326794695876555,20048.205760724577,54700.0,matched_present,True,5500.0,5100.0,0.223317107919983,r0256_c0000,
fold_3,132,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.2475105261751676,21476.655774033406,54200.0,matched_present,True,5700.0,5000.0,0.2080208505135865,r0000_c0256,38.511057831137656
fold_3,132,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.2560199175129471,22510.9869429216,54300.0,matched_present,True,5600.0,5600.0,0.2186597632135842,r0414_c0192,
fold_3,133,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.2340819895365015,20202.20245110787,48500.0,matched_present,True,5500.0,5000.0,0.2181145001276251,r0414_c0064,39.64237617591447
fold_5,247,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0344986978565611,3787.9570246504127,13500.0,matched_present,True,0.0,0.0,0.2135632434352027,r0000_c0320,
fold_3,133,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.2676874824741006,22292.08557565625,48500.0,matched_present,True,7100.0,6900.0,0.2310545103436416,r0000_c0000,
fold_2,098,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0064543050800551,408.6826977900504,3799.9407153270154,matched_present,True,300.0,200.0,0.2298399989087157,r0064_c0064,23.12832120808504
